title,metadataStatus,ingestStatus,status,project,sqlVolume,libServerDirectory,primaryIslandoraLocation,secondaryIslandoraLocation,pid,essss,images,ingestDate,latestMetadataUpdate,modified,lastModifiedBadFormat,notes
Libro de Escrituras (1939),Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Courtney\EAP255\Chocó\Quibdó\Notarias\Notaria_Primera_de_Quidbó\EAP255_CHOCO_QUIBDO_NOTARIAS_NOTARIAPRIMERA_135,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,,essss:215877,215877,735,12/17/17,,2017-12-17T00:00:00Z,12/17/17,
Libro de Escrituras (1940),Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Courtney\EAP255\Chocó\Quibdó\Notarias\Notaria_Primera_de_Quidbó\EAP255_CHOCO_QUIBDO_NOTARIAS_NOTARIAPRIMERA_136,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,,essss:219905,219905,719,12/17/17,,2017-12-17T00:00:00Z,12/17/17,
"Libro de Escrituras, Poderes Especiales, Resoluciones, Certificados (1938 tomo 1)",Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Courtney\EAP255\Chocó\Quibdó\Notarias\Notaria_Primera_de_Quidbó\EAP255_CHOCO_QUIBDO_NOTARIAS_NOTARIAPRIMERA_137,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,,essss:219239,219239,665,12/17/17,,2017-12-17T00:00:00Z,12/17/17,
Libro de Escrituras (1940 tomo 2),Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Courtney\EAP255\Chocó\Quibdó\Notarias\Notaria_Primera_de_Quidbó\EAP255_CHOCO_QUIBDO_NOTARIAS_NOTARIAPRIMERA_138,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,,essss:220625,220625,608,12/17/17,,2017-12-17T00:00:00Z,12/17/17,
Indice del Protocolo de Contratos Públicos (1906),Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Courtney\EAP255\Chocó\Quibdó\Notarias\Notaria_Primera_de_Quidbó\EAP255_CHOCO_QUIBDO_NOTARIAS_NOTARIAPRIMERA_139,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,,essss:221234,221234,630,12/17/17,,2017-12-17T00:00:00Z,12/17/17,
"Correspondencias sobre esclavos, 1804-1843",Metadata in spreadsheet,Ingested,Ingested with no/minimal metadata,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Cuba_Colombia\Archivo Historico Provincial de Matanzas\Arquivo Mantanzas\Esclavos,ESSSS/Cuba/Matanzas/Matanzas/Archivo Historico Provincial de Matanzas,,essss:134035,134035,299,11/09/17,,2017-11-09T00:00:00Z,11/09/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Baptisms, Burials and Marriages - 16th & 17th Centuries",Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_01,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:225290,225290,221,01/16/18,,2018-01-16T00:00:00Z,01/16/18,pdf in n_o 
"Baptisms, Burials, Confirmations and Marriages - 16th & 17th Centuries",Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_02,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:225512,225512,166,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms and Burials - 17th Century,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_03,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:225924,225924,466,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Marriages - 1632-1720,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_04,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:225679,225679,244,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 17th and 18th Centuries,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_05,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:229086,229086,376,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1720-1737,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_06,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:228690,228690,395,01/16/18,,2018-01-16T00:00:00Z,01/16/18,pdf in n_o
Burials - 18th Century,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_07,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:228236,228236,453,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms and Marriages - 18th Century,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_08,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:229474,229474,467,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Burials and Confirmations - 18th Century,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_09,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:230309,230309,456,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1735-1763,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_10,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:229942,229942,366,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1737-1751,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_11,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:232315,232315,399,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1751-1760,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_12,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:232715,232715,377,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1760-1763,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_13,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:232160,232160,154,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Golden Book of the Minorcans - 18th Century,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_14,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:236065,236065,144,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Multi-Source Index,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_15,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:235536,235536,89,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1784-1792,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_16,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:235626,235626,438,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1784-1793,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_17,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:236210,236210,382,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Marriages - 1784-1801,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_18,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:236593,236593,337,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Deaths - 1784-1809,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_19,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:239031,239031,253,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms and Infant Deaths - 18th and 19th Centuries,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_20,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:238694,238694,181,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Marriages - 1784-1882,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_21,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:238876,238876,154,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Deaths - 1785-1821,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_22,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:239288,239288,161,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1792-1799,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_23,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:239450,239450,295,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1793-1807,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_24,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:239746,239746,378,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1800-1815,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_25,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:240495,240495,475,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Marriages - 1802-1832,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_26,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:240141,240141,353,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1807-1848,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_27,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:240971,240971,343,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Deaths - 1809-1882,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_28,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:244871,244871,325,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
Baptisms - 1816-1838,Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_29,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:245657,245657,459,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
"Miscellaneous - 17th, 18th, and 19th Centuries",Metadata uploaded,Ingested,,DADS,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\DADS\St_Aug_30,ESSSS/United States/Florida/St. Augustine/Archives of the Diocese of St. Augustine,,essss:228154,228154,81,01/16/18,,2018-01-16T00:00:00Z,01/16/18,
NPCA - Libros de Escrituras - 1901,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_001,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:276154,276154,766,02/07/18,,2018-02-07T00:00:00Z,02/07/18,
NPCA - Libros de Escrituras - 1906,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_002,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:283371,283371,278,02/14/18,,2018-02-14T00:00:00Z,02/14/18,
NPCA - Libros de Escrituras - 1918,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_003,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:283650,283650,280,02/14/18,,2018-02-14T00:00:00Z,02/14/18,
NPCA - Libros de Escrituras - 1919,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_004,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:293210,293210,517,02/26/18,,2018-02-26T00:00:00Z,02/26/18,no pdf
NPCA - Libros de Escrituras - 1922,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_005,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:291914,291914,335,02/22/18,,2018-02-22T00:00:00Z,02/22/18,
NPCA - Libros de Escrituras - 1923,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_006,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:293728,293728,441,02/26/18,,2018-02-26T00:00:00Z,02/26/18,
NPCA - Libros de Escrituras - 1924,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_007,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:294902,294902,457,02/28/18,,2018-02-28T00:00:00Z,02/28/18,no pdf
NPCA - Libro de Escrituras - 1925,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_008,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:294427,294427,474,02/28/18,,2018-02-28T00:00:00Z,02/28/18,
NPCA - Libro de Escrituras - 1929,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_009,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:294170,294170,256,02/28/18,,2018-02-28T00:00:00Z,02/28/18,
NPCA - Libro de Escrituras - 1932,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_010,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:295455,295455,389,03/05/18,,2018-03-05T00:00:00Z,03/05/18,
NPCA - Libro de Escrituras - 1936,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_011,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:301634,301634,447,03/08/18,,2018-03-08T00:00:00Z,03/08/18,
NPCA - Libro de Escrituras - 1940,Metadata uploaded,Ingested,,EAP 255,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP255_ingest\Carmen_de_Atrato\EAP255_CHOCO_NOTARIA_DE_CARMEN_DE_ATRATO_012,ESSSS/Colombia/Chocó/Quibdó/Notaria Primera de Quibdó,ESSSS/Colombia/Chocó/El Carmen de Atrato/Notaria Primera de Carmen de Atrato,essss:299220,299220,787,03/07,,2018-03-07T00:00:00Z,03/07,
No. 2 Lorica. LIBRO DE BAUTISMOS. 1874-1883,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_001,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:418861,418861,462,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
No. 3 Lorica Bautismos 1883-1885,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_002,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:419526,419526,255,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
No. 4 Lorica. Libro de Bautismos. 1885-1886,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_003,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:419324,419324,201,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
No. 5 Lorica Bautismos 1889-1890,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_004,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:420048,420048,185,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
No. 7 Lorica Bautismos 1886-1897,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_005,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:419782,419782,265,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
No. 8 Lorica Bautismos 1897-1899,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_006,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:420550,420550,359,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
No. 9 Lorica Bautismos 1899-1901,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_007,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:420234,420234,315,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
PARROQUIA SANTA CRUZ. Lorica - Cordoba. MATRIMONIOS No. 1. 1861-1890,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_008,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:420910,420910,287,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
PARROQUIA SANTA CRUZ. Lorica - Cordoba. MATRIMONIOS No. 2. 1890-1911,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_009,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:421428,421428,409,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
LIBRO DE DEFUNCIONES,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_010,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:421198,421198,229,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
LIBRO DE INFORMACIONES DE LORICA DEL AÑO 1860,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_011,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:422360,422360,295,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
LORICA LIBRO DE INFORMACIONES 1888,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_012,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:422656,422656,195,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
LIBRO DE INFORMACIONES N 3,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_013,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:422852,422852,349,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
INFORMACIONES DESDE EL AÑO DE 1899 HASTA EL DE 1907,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\ISCL\Ingested\EAP503a_IGLESIA_SANTA_CRUZ_DE_LORICA_014,ESSSS/Colombia/Córdoba/Santa Cruz de Lorica/Iglesia de Santa Cruz de Lorica,,essss:421838,421838,521,07/09/18,,2018-07-09T00:00:00Z,07/09/18,
NOTARIA UNICA - RIOHACHA PROTOCOLO,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\NPR\Ingested\EAP503_NOTARIA_PRIMERA_DE_RIOHACHA_001,ESSSS/Colombia/La Guajira/Riohacha/Notaría Primera de Riohacha,,essss:423202,423202,941,08/16/18,,2018-08-16T00:00:00Z,08/16/18,
NOTARIA DE RIOHACHA - PROTOCOLO 1833. UNICO,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\NPR\Ingested\EAP503_NOTARIA_PRIMERA_DE_RIOHACHA_002,ESSSS/Colombia/La Guajira/Riohacha/Notaría Primera de Riohacha,,essss:424588,424588,233,08/16/18,,2018-08-16T00:00:00Z,08/16/18,
NOTARIA DE RIOHACHA - PROTOCOLO 1835-37 TOMO UNICO,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\NPR\Ingested\EAP503_NOTARIA_PRIMERA_DE_RIOHACHA_003,ESSSS/Colombia/La Guajira/Riohacha/Notaría Primera de Riohacha,,essss:424822,424822,1218,08/16/18,,2018-08-16T00:00:00Z,08/16/18,
NOTARIA DE RIOHACHA - PROTOCOLO 1838. T. UNICO,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\NPR\Ingested\EAP503_NOTARIA_PRIMERA_DE_RIOHACHA_004,ESSSS/Colombia/La Guajira/Riohacha/Notaría Primera de Riohacha,,essss:424144,424144,443,08/16/18,,2018-08-16T00:00:00Z,08/16/18,
NOTARIA DE RIOHACHA - PROTOCOLO 1840. TOMO UNICO,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\NPR\Ingested\EAP503_NOTARIA_PRIMERA_DE_RIOHACHA_005,ESSSS/Colombia/La Guajira/Riohacha/Notaría Primera de Riohacha,,essss:426041,426041,837,08/16/18,,2018-08-16T00:00:00Z,08/16/18,
NOTARIA DE RIOHACHA - PROTOCOLO 1842-1843. TOMO UNICO,Metadata uploaded,Ingested,,EAP 503,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\EAP503_ingest\NPR\Ingested\EAP503_NOTARIA_PRIMERA_DE_RIOHACHA_006,ESSSS/Colombia/La Guajira/Riohacha/Notaría Primera de Riohacha,,essss:426879,426879,1109,08/16/18,,2018-08-16T00:00:00Z,08/16/18,
