document_modified,version,versionLocalName,version_modified,replaces_version,list_localName,label,description,,list_created,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,rdf_type
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/2014-12-23,2014-12-23,2015-03-19,,dwc/terms/,Core terms defined by Darwin Core,"This term list includes all currently valid terms that have been defined in the core Darwin Core namespace dwc:. To comment on this schema, please create a new issue in https://github.com/tdwg/dwc/issues",,2008-11-19,dwc,http://rs.tdwg.org/dwc/terms/,tdwgutility:TermList
