document_modified,list,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,database,versions_database,versions_uri,standard
,http://rs.tdwg.org/dwcmatter/values/,,dwcmatter/values/,materialSampleType controlled values list,Controlled values list for the Darwin Core term materialSampleType,,,dwcmatter,http://rs.tdwg.org/dwcmatter/values/,dwcmatter,dwcmatter-versions,http://rs.tdwg.org/dwcmatter/version/values/,http://www.tdwg.org/standards/450
