document_modified,vocabulary,vocabulary_deprecated,vocabulary_localName,label,description,vocabulary_created,vocabulary_modified,dc_creator,dcterms_license
,http://rs.tdwg.org/dwcmatter/,,dwcmatter/,materialSampleType controlled vocabulary,Controlled vocabulary for Darwin Core term materialSampleType,,,TDWG Material Sample Task Group,http://creativecommons.org/licenses/by/4.0/
