document_modified,version,version_issued,vocabulary_status,label,description,vocabulary,dc_creator,dcterms_license
,,,,materialSampleType controlled vocabulary,Controlled vocabulary for Darwin Core term materialSampleType,http://rs.tdwg.org/dwcmatter/,TDWG Material Sample Task Group,http://creativecommons.org/licenses/by/4.0/
