document_modified,version,version_modified,status,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,list
,,,,,dwcmatter/values/,materialSampleType controlled values list,Controlled values list for the Darwin Core term materialSampleType,,,dwcmatter,http://rs.tdwg.org/dwcmatter/values/,http://rs.tdwg.org/dwcmatter/values/
