rdf_type,replacing_version,replacing_version_localName,replacing_version_namespace,replaced_version,replaced_version_namespace,replaced_version_localName
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/version/acceptedNameUsage-2009-09-21,acceptedNameUsage-2009-09-21,http://rs.tdwg.org/dwc/terms/version/,http://rs.tdwg.org/dwc/terms/version/acceptedScientificName-2009-07-06,http://rs.tdwg.org/dwc/terms/version/,acceptedScientificName-2009-07-06
